   955: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   956: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   957: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   958: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   959: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   960: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   961: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   962: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   963: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   964: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   965: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   966: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   967: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   968: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   969: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   970: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   971: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   972: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   973: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   974: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   975: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   976: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   977: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   978: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   979: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   980: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   981: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   982: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   983: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   984: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   985: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   986: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   987: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   988: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   989: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   990: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   991: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   992: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   993: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   994: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   995: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   996: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
   997: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   998: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
   999: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1000: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1001: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1002: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1003: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1004: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1005: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1006: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1007: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1008: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1009: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1010: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1011: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1012: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1013: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1014: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1015: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1016: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1017: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1018: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1019: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1020: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1021: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1022: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1023: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1024: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1025: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1026: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1027: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1028: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1029: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1030: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1031: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1032: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1033: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1034: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1035: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1036: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1037: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1038: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1039: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1040: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1041: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1042: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1043: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1044: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1045: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1046: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1047: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1048: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1049: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1050: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1051: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1052: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1053: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1054: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1055: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1056: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1057: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1058: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1059: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1060: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1061: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1062: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1063: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1064: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1065: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1066: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1067: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1068: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1069: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1070: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1071: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1072: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1073: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1074: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1075: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1076: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1077: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1078: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1079: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1080: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1081: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1082: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1083: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1084: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1085: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1086: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1087: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1088: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1089: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1090: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1091: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1092: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1093: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1094: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1095: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1096: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1097: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1098: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1099: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1100: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1101: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1102: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1103: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1104: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1105: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1106: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1107: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1108: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1109: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1110: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1111: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1112: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1113: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1114: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1115: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1116: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1117: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1118: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1119: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1120: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1121: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1122: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1123: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1124: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1125: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1126: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1127: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1128: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1129: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1130: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1131: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1132: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1133: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1134: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1135: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1136: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1137: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1138: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1139: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1140: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1141: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1142: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1143: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1144: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1145: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1146: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1147: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1148: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1149: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1150: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1151: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1152: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1153: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1154: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1155: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1156: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1157: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1158: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1159: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1160: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
  1161: O    ==> opls_116b           OW_SPCE <===  MOD: APS; corrected for SPC
  1162: H    ==> opls_117b           HW_SPCE <===  MOD: APS; corrected for SPC
